Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params
49	46		301							{2: '里', 3: '没有算上指挥官的确是一个失误，露西亚。', 4: '1'}
50	47		204							{1: '2', 2: '6'}
51	48		301							{2: '露西亚', 3: '抱歉、指挥官！我只是希望指挥官不必为我们操心……', 4: '1'}
52	49		302							{2: '没有关系。', 3: '50'}
53	50		204							{1: '2'}
54	51		301							{2: '里', 3: '总之，露西亚，那些事也和指挥官再说一遍吧，毕竟无论如何决定权都在指挥官手上。', 4: '1'}
55	52		301				AniZhuanchangBegin			{2: '露西亚', 3: '嗯，事情得从十几天前、也就是月初说起……', 4: '2'}
56	53		202							{1: '1', 2: '2', 6: '1'}
57	54		101							{1: 'Assets/Product/Texture/Image/BgStory/BgStory21.jpg'}
58	55		504							{1: '0.7'}
59	56		301			AniZhuanchangEnd				{2: '露西亚', 3: '那一天，我像往常一样到丽芙的房间询问她检修的状况。'}
60	57		301							{2: '露西亚', 3: '却看她一副眉头紧锁的样子，有些担心才决定找些合适的话题疏导一下气氛。'}
61	58		301							{2: '露西亚', 3: '——说起来，大家总是在执行任务没有空闲时间，如果能放假的话，一定会很高兴吧？'}
62	59		301							{2: '露西亚', 3: '以此为题，果然吸引了丽芙的注意力。'}
63	60		201							{1: '1', 2: '1031001', 3: '1'}
64	61		301							{1: '1', 2: '丽芙', 3: '放假吗……感觉好久没有听到这两个字眼了呢。', 4: '1'}
65	62		204							{1: '1'}
66	63		301							{2: '露西亚', 3: '毕竟我们还身处战争中，感染体们也从不放假'}
67	64		301							{2: '露西亚', 3: '不过——最近的任务并不紧张，如果和指挥官说的话……应该不难得到批准。'}
68	65		204							{1: '1', 2: '7'}
69	66		301							{2: '丽芙', 3: '露西亚居然会请假……不过要是真的有假日，那……嗯……', 4: '1'}
70	67		204							{1: '1', 2: '1'}
71	68		301							{2: '丽芙', 3: '对了，说到假日，就不得不提最近的‘那个’！', 4: '1'}
72	69		301							{2: '露西亚', 3: '‘那个’？'}
73	70		301							{2: '丽芙', 3: '圣诞节喔！一年一度的圣诞节！在过去人类还生活在地表上的时候，大家都无比期待的节日！', 4: '1'}
74	71		301							{2: '丽芙', 3: '要说一提到假日会立刻想到什么，就只有圣诞节了吧！', 4: '1'}
75	72		204							{1: '1'}
76	73		301							{2: '露西亚', 3: '对此我也有所耳闻，圣诞节似乎是为了祭奠某位贤人生辰而设立的节日，似乎是哪位修女告诉我的。'}
77	74		301							{2: '露西亚', 3: '不过我也没有经历过……'}
78	75		301							{2: '丽芙', 3: '嗯，大概就是，每到圣诞节，整个城市就像活过来一样，到处都是热热闹闹的。', 4: '1'}
79	76		301							{2: '露西亚', 3: '嗯……像是遭到空袭的难民匆忙逃难的感觉？'}
80	77		301							{2: '丽芙', 3: '……还真是只有露西亚才能说出来的形容呢。不是那样啦，圣诞节的时候，大家都很放松、很开心、不会有任何压力。', 4: '1'}
81	78		204							{1: '1', 2: '1'}
82	79		301							{2: '丽芙', 3: '街道上会摆上很多圣诞树，房子与房子之间会挂上五颜六色的彩灯，长辈们会把买回来的礼物精心包装好放在门口……', 4: '1'}
83	80		301							{2: '丽芙', 3: '然后，小孩子又跳又笑在外面打雪仗，等到有人喊她们名字，就会飞快跑回家去等着吃一顿丰盛的平安夜晚餐。', 4: '1'}
84	81		301							{2: '丽芙', 3: '和家人在一起的感觉，一起吃饭，一起聊天，虽然是很小的事，但是真的很幸福。', 4: '1'}
85	82		301							{2: '露西亚', 3: '丽芙似乎有着很好的回忆呢。'}
86	83		204							{1: '1', 2: '14'}
87	84		301							{2: '丽芙', 3: '其实……也不是你想的那样。记忆里，好像家人从来没有一起庆祝过圣诞节呢……', 4: '1'}
88	85		301							{2: '露西亚', 3: '……为什么？'}
89	86		301							{2: '丽芙', 3: '我也……不太清楚。', 4: '1'}
90	87		301							{2: '丽芙', 3: '只是每次圣诞节，我都很羡慕那些普通家庭的孩子，心想要是我也能像他们一样，和家人在一起过圣诞节，就好了……', 4: '1'}
91	88		301							{2: '露西亚', 3: '……'}
92	89		301							{2: '丽芙', 3: '哎，现在想起来也很难过，不只是和家人们一起，成为构造体的话，连庆祝圣诞节都不再有机会了吧。', 4: '1'}
93	90		301							{2: '露西亚', 3: '既然这样的话，那就向指挥官请假吧。'}
94	91		204							{1: '1'}
95	92		301							{2: '丽芙', 3: '真的……可以吗？', 4: '1'}
96	93		301							{2: '丽芙', 3: '……', 4: '1'}
97	94		204							{1: '1', 2: '6'}
98	95		301				AniZhuanchangBegin			{2: '丽芙', 3: '可是……果然……还是算了吧……', 4: '1'}
99	96		202			DialogDisable				{1: '1', 6: '1'}
100	97		101							{1: 'Assets/Product/Texture/Image/BgStory/BgStory14.png'}
101	98		504							{1: '0'}
102	99		302			AniZhuanchangEnd				{2: '所以丽芙想要过圣诞节……', 3: '100'}
103	100		201							{1: '1', 2: '1011001', 4: '400'}
104	101		201							{1: '2', 2: '1021001', 4: '-400'}
105	102		301			DialogEnable				{1: '1', 2: '露西亚', 3: '正是如此。', 4: '2'}
106	103		301							{2: '露西亚', 3: '或许是我不该向丽芙提起这样的话题……但既然已经知道她会在意即将到来的圣诞节，我也不想看着她因此消沉。', 4: '2'}
107	104		301							{2: '里', 3: '说到这个，露西亚你不是向丽芙提了那种建议吗？', 4: '1'}
108	105		301							{2: '里', 3: '跟指挥官申请假期什么的。', 4: '1'}
109	106		301							{2: '里', 3: '虽然由我来说有些奇怪，不过能劳逸结合的话，执行任务的效率也会更高。', 4: '2'}
110	107		204							{1: '1', 2: '10'}
111	108		301							{2: '里', 3: '而且这也是各位小队成员一起培养默契的好机会，如果能处理掉相互间的隔阂，对以后的行动也会有很大帮助。', 4: '1'}
112	109		204							{1: '1'}
113	110		301							{2: '露西亚', 3: '里，你的意思是……', 4: '2'}
114	111		301							{2: '里', 3: '嗯……', 4: '1'}
115	112		302							{2: '我也觉得没问题。', 3: '113'}
116	113		301							{2: '露西亚', 3: '什么？', 4: '2'}
117	114		302							{2: '就算是在执行任务……', 3: '115'}
118	115		301							{2: '露西亚', 3: '指挥官的意思是……', 4: '2'}
119	116		302							{2: '也没说不能过圣诞节吧？', 3: '117'}
120	117		301							{2: '露西亚', 3: '……我明白了。的确，空中花园的任务管制条例中确实没有这样的限制。只要情况允许，举办圣诞节庆典也不会影响我们执行任务。', 4: '2'}
121	118		301							{2: '里', 3: '说起来，我确认到的下一次任务地点位于旧时代的俄罗斯北部，是一座小镇。', 4: '1'}
122	119		301							{2: '里', 3: '任务内容也仅仅是简单的区域调查，小心不遭遇大量感染体的话，安全方面没有问题。', 4: '1'}
123	120		301							{2: '里', 3: '地点也不错。', 4: '1'}
124	121		301							{2: '露西亚', 3: '地点？', 4: '2'}
125	122		301							{2: '里', 3: '露西亚……说到圣诞节，就不能没有雪，这是惯例吧？', 4: '1'}
126	123		301							{2: '露西亚', 3: '是这样吗……这样的话，难道指派任务的高层人士也考虑过这一点？', 4: '2'}
127	124		301				AniZhuanchangBegin			{2: '里', 3: '这点你可能想多了。', 4: '1'}
128	125		202							{1: '1', 2: '2', 6: '1'}
129	126		101							{1: 'Assets/Product/Texture/Image/BgStory/BgStory45.jpg'}
130	1005		401							{1: '2', 2: '205'}
131	127		301			AniZhuanchangEnd				{3: '此时，空中花园内部……'}
132	128		201							{1: '1', 2: '500011', 4: '-400'}
133	129		201							{1: '2', 2: '500001', 4: '400'}
134	130		301							{1: '1', 2: '哈桑', 3: '阿嚏——', 4: '1'}
135	131		301							{2: '哈桑', 3: '奇怪，恒温系统出故障了吗？', 4: '1'}
136	132		301							{2: '哈桑', 3: '怎么感觉凉飕飕的。', 4: '1'}
137	133		301							{2: '赛利卡', 3: '或许是什么人在讲你坏话？毕竟你大冬天还把人送到了俄罗斯去执行任务。', 4: '2'}
138	134		301							{2: '哈桑', 3: '你知道那不是我全部的安排，赛利卡。', 4: '1'}
139	135		301							{2: '赛利卡', 3: '我并不怎么明白~', 4: '2'}
140	136		301							{2: '哈桑', 3: '好了，别捉弄我了，我们还有很多事要做。', 4: '1'}
141	137		301							{2: '赛利卡', 3: '那议长，什么时候能给我也安排一个轻松的假日工作？', 4: '2'}
142	138		301							{2: '哈桑', 3: '快饶了我吧。', 4: '1'}
143	139		301							{2: '赛利卡', 3: '好的，哈桑大叔……原则上，我觉得你的安排有些溺爱，那种量级的任务本不应该由灰鸦这种战力级别的队伍去执行。', 4: '2'}
144	140		301							{2: '哈桑', 3: '他们已经够辛苦了。', 4: '1'}
145	141		301							{2: '赛利卡', 3: '所以情理上，我支持您的决定。', 4: '2'}
146	142		301		1		AniZhuanchangBegin			{2: '哈桑', 3: '但愿一切都顺利，也不知道那群孩子有没有遇上降雪。', 4: '1'}
