Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params
43	43		301							{3: '皮靴仍然啪嗒啪嗒地快步向前。'}
44	44		301							{3: '对方没有停下脚步，甚至没有半点慢下来的意思。'}
45	45		301							{3: '她把后半句的请求噎回嘴里。'}
46	46		301							{2: '赫塔', 3: '（你一定可以，没有跨不去的坎……）', 4: '1'}
47	47		301							{3: '她小声默念起没有营养的鸡汤，强压下呕吐的冲动。'}
48	48		301							{3: '风冷系统的轰鸣声不绝于耳，如同巨兽的嘶鸣吞没个体的杂音。'}
49	49		301							{3: '好冷。'}
50	50		301							{3: '禁不住裹紧了单薄的实验服。'}
51	51		301							{3: '为了庆祝自己得以步入真正的超算实验室，她特意提早换上了实验服，将长发剪短。'}
52	52		301							{3: '为了展现成熟与可靠，专门戴上了一副没有度数的眼镜，再架上一副没有表情的冷脸……这就是一个学生对研究员的想象极限。'}
53	53		301							{2: '赫塔', 3: '真是无聊啊……', 4: '1'}
54	54		301							{3: '她茫然地看着那些不断闪灭着LED灯的计算节点，无论如何都无法将自己融入其中。'}
55	55		301				DialogDisable			{3: '节点末端由电缆链接着一些舱室；透过透明的玻璃罩，赫塔好奇地伸头看向身边的一个实验体。'}
56	56		202							{1: '1'}
57	57		402							{1: '2914'}
58	58		306							{1: '1'}
59	59		205						1000.0	{1: '999', 2: 'Assets/Product/Texture/Image/BgStory/Bgstory53.jpg', 3: '0', 4: '1', 5: '1'}
60	60		205							{1: '999'}
61	61		101							{1: 'Assets/Product/Texture/Image/BgStory/Bgstory53.jpg'}
62	62		201							{1: '1', 2: '500969'}
63	63		301			DialogEnable				{1: '1', 2: '实验体', 3: '呜——', 4: '1'}
64	64		203							{1: '1', 2: '0.15', 5: '-200'}
65	65		401							{1: '2', 2: '2604'}
66	66		301			RImgBg1Shake				{3: '扭曲的面庞陡然撞在玻璃罩上，赫塔惊恐地向后一跳。'}
67	67		401							{1: '2', 2: '4050'}
68	68		301			PanelActor1Shake				{3: '她瞥见那些实验体的样子，无助地奋力挥舞着手臂，亦或是用力地嘶吼着。'}
69	69		301							{3: '那些瞳孔里渗透出的痛苦与狰狞，让她悚然地停下脚步。'}
70	70		402							{1: '4050'}
71	71		101							{1: 'Assets/Product/Texture/Image/BgStory/BgStory16.jpg'}
72	72		202							{1: '1', 6: '1'}
73	73		205							{1: '999', 2: 'Assets/Product/Texture/Image/BgStory/Bgstory53.jpg', 3: '1', 4: '0', 5: '1'}
74	74		306							
75	75		401							{1: '2', 2: '1513'}
76	76		301							{3: '而霍斯特快步走向其中一个舱室。'}
77	77		201							{1: '1', 2: '500050', 4: '-400'}
78	78		201							{1: '2', 2: '500043', 4: '400'}
79	79		301							{1: '1', 2: '霍斯特', 3: '情况怎么样？', 4: '1'}
80	80		301							{2: '研究员1', 3: '如您所见……这些模型都没有通过测试。', 4: '2'}
81	81		301							{2: '霍斯特', 3: '这么多人，都没用吗？', 4: '1'}
82	82		301							{2: '研究员1', 3: '符合条件的个体本就稀少，而且，这个过程对人类来说相当难以忍受。', 4: '2'}
83	83		301							{2: '研究员1', 3: '短时间内对思维进行建模，需要高强度的外部信号刺激神经元放电，还会截断递质的正常传递。', 4: '2'}
84	84		301							{2: '研究员1', 3: '最显著的副作用是，她们会出现各种幻觉，看到自己回忆中最害怕的景象。例如高处坠落，至亲身死，亦或是被感染体追杀的场景……', 4: '2'}
85	85		301							{2: '霍斯特', 3: '效率太低了。', 4: '1'}
86	86		301							{2: '研究员1', 3: '没办法再加速了，再取样一次，他们都会坏掉的。', 4: '2'}
87	87		301							{3: '所有人都陷入了沉默。赫塔紧张地抓紧了怀里的笔记板。'}
88	88		401							{1: '2', 2: '4897'}
89	89		301							{3: '一旁机架内的电流嘀嗒作响，催促着人类发出下一个指令。'}
90	90		301							{2: '霍斯特', 3: '……让德莱维再试一回。', 4: '1'}
91	91		301							{2: '研究员1', 3: '她今天已经取样三次了，先生。', 4: '2'}
92	92		301							{2: '霍斯特', 3: '没问题，她撑得住。', 4: '1'}
93	93		301							{2: '霍斯特', 3: '是吗，德莱维？', 4: '1'}
94	94		301							{3: '沉默，又是冗长的沉默。'}
95	95		202							{1: '1', 2: '2', 6: '1'}
96	96		401							{1: '2', 2: '2979'}
97	97		301							{3: '监控仪的中央栅格上闪起了绿灯，那是表达同意的信号。'}
98	98		301							{3: '赫塔忽然意识到，那个实验体已经没有直接应答的余力了。'}
99	99		201							{1: '1', 2: '500050'}
100	100		301							{1: '1', 2: '霍斯特', 3: '那就赶紧开始吧。', 4: '1'}
101	101		202							{1: '1'}
102	102		401							{1: '2', 2: '1513'}
103	103		301							{3: '他瞥了赫塔一眼，随后继续快步向前。楞在原地的赫塔不得不小跑着跟了上去。'}
104	104		201							{1: '1', 2: '500042'}
105	105		301							{1: '1', 2: '赫塔', 3: '先，先生……那些，那些是……', 4: '1'}
106	106		201							{1: '1', 2: '500050'}
107	107		301							{1: '1', 2: '霍斯特', 3: '……学院没有教你们吗?', 4: '1'}
108	108		201							{1: '1', 2: '500042'}
109	109		301							{1: '1', 2: '赫塔', 3: '只是，只是……', 4: '1'}
110	110		202							{1: '1', 6: '1'}
111	111		201							{1: '1', 2: '500042', 4: '-400'}
112	112		201							{1: '2', 2: '500050', 4: '400'}
113	113		301							{1: '1', 3: '男人在她身前站定，转身审视赫塔。\\n在确认了什么之后，才再度开口。'}
114	114		301							{2: '霍斯特', 3: '这就是第七矩阵计划……验证机械意识觉醒的实验。', 4: '2'}
115	115		301							{3: '机械意识觉醒……这曾是她在学院看到过的某次考核内容。当一个AI模型能够同时拥有大量的信息处理及反馈能力，并且具备人类的社会道德与对应情感时，会被称作“觉醒”。'}
116	116		301							{2: '霍斯特', 3: '以人类的意识为样本，加速模型的培育进度。那些实验体就是用于取样的。', 4: '2'}
117	117		301							{2: '赫塔', 3: '意思是，我将来也要负责这些研究吗？', 4: '1'}
118	118		301							{2: '赫塔', 3: '但我当时接到的任务是……', 4: '1'}
119	119		301							{2: '霍斯特', 3: '当然，你的方向并不是这个……这些研究只不过是其次。', 4: '2'}
120	120		301				AniZhuanchangBegin			{2: '霍斯特', 3: '你的任务是……从那个鸟笼里，取走“她”产下的“蛋”。', 4: '2'}
121	121		202							{1: '1', 2: '2', 6: '1'}
122	122		401							{1: '1', 2: '36'}
123	123		101						1000.0	{1: 'Assets/Product/Texture/Image/BgStory/BgStory695.jpg'}
124	124		401							{1: '1', 2: '229'}
125	125		401							{1: '2', 2: '897'}
126	126		301			AniZhuanchangEnd				{3: '“嘀——”，虹膜认证的提示音。'}
127	127		401							{1: '2', 2: '2871'}
128	128		205							{1: '1002', 2: 'Assets/Product/Texture/Image/BgStory/BgStory696.jpg', 3: '0', 4: '1', 5: '2'}
129	129		301							{3: '随后是低沉的嗡鸣声。一重又一重巨大的权限门逐层解开，露出道路尽头狭小的房间。'}
130	130		301				AniZhuanchangBegin			{3: '密密麻麻的算式从脚下的地面一直延伸到远处的实验舱。'}
131	131		205							{1: '1002'}
132	132		101							{1: 'Assets/Product/Texture/Image/BgStory/Bgstory101.png'}
133	133		301			AniZhuanchangEnd				{3: '暖色的人造光洒向室内，让赫塔一直浮游的脚尖重新站回了大地。'}
134	134		301							{3: '察觉到访客的脚步声，少女有些吃力地从舱室中坐起。'}
135	135		201							{1: '1', 2: '501191'}
136	136		301							{1: '1', 2: '？', 3: '……', 4: '1'}
137	137		301							{3: '柔顺的长发上仍沾染着些许实验溶液。\\n那是稍有些特别，如钢琴键般黑白交织的颜色。'}
138	138		301							{3: '与先前赫塔所见过的实验体都不太一样，留在少女脸上的只有漠然与悲哀。'}
139	139		301							{3: '她的视线仿若雏鸟的绒羽……捎带着些许困惑，轻柔地落在赫塔身上。'}
140	140		201							{1: '18', 2: '500042'}
141	141		301							{1: '1', 2: '赫塔', 3: '您好，请问是德……德……', 4: '18'}
142	142		301							{2: '唯', 3: '唯·德莱维。', 4: '1'}
143	143		301							{2: '赫塔', 3: '啊——是的，德、德莱维小姐——', 4: '18'}
144	144		301							{3: '前缀的音节有些陌生，赫塔一下子没有听清对方的意思。\\n意识到自己失态，她又慌忙地抬起头来。'}
145	145		301							{2: '赫塔', 3: '我，我是公司派来的助理，我是诺依曼……不不不，我叫赫塔！赫塔·诺依曼，请叫我赫塔就好——', 4: '18'}
146	146		301							{2: '唯', 3: '……', 4: '1'}
147	147		301							{2: '赫塔', 3: '……', 4: '18'}
148	148		204							{1: '1', 2: '8'}
149	149		301							{2: '唯', 3: '……', 4: '1'}
150	150		301							{2: '赫塔', 3: '（赫塔、赫塔——就叫我一声就好！）', 4: '18'}
151	151		301							{3: '她窘迫地推了推自己的眼镜，又尴尬地揉了揉发胀的双腿。'}
152	152		301							{2: '赫塔', 3: '德莱维小姐？', 4: '18'}
153	153		301							{3: '少女紧闭着双眼。'}
154	154		301							{3: '她的唇边不断呼出白雾，身体难以自制地颤抖着，苍白的脸上没有一丝血色。'}
155	155		203							{1: '1', 2: '0.3', 4: '-150'}
156	156		501							{1: 'Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiFogNew.prefab', 2: '2'}
157	157		301							{3: '溶液挥发的蒸汽飘散成烟，她在其中缓缓蜷成一团。'}
158	158		301							{2: '赫塔', 3: '德莱维小姐？！', 4: '18'}
159	159		202							{1: '18', 2: '1'}
160	160		401							{1: '2', 2: '4331'}
161	161		301							{3: '赫塔飞快地朝实验舱冲去。'}
162	162		202							{1: '1', 6: '1'}
163	163		201							{1: '1', 2: '501191', 3: '8', 4: '400', 5: '-150', 7: '1'}
164	164		201							{1: '2', 2: '500042', 4: '-400', 7: '1'}
165	165		301			PanelActor2Shake				{1: '1', 2: '赫塔', 3: '好冷！', 4: '2'}
166	166		301							{3: '将自己的手伸进舱内的刹那，刺骨的低温便让赫塔倒抽了一口凉气。'}
167	167		204							{1: '1'}
168	168		301							{2: '唯', 3: '……我没事。', 4: '1'}
169	169		203							{1: '1', 2: '0.3', 3: '400'}
170	170		301							{3: '就好像刻意避开什么似的，没等赫塔搀住她的手臂，少女便倚靠着舱壁缓缓站了起来。'}
171	171		505							{2: 'Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiFogNew.prefab'}
172	172		202							{1: '1', 2: '2', 6: '1'}
173	173		201							{1: '1', 2: '500050'}
174	174		301							{1: '1', 2: '霍斯特', 3: '恢复了？', 4: '1'}
175	175		301							{3: '赫塔看向那个直立在房间入口的男人，他就这么冷漠地看着她们，没有一点上前帮忙的意思，就好像对这一切都习以为常。'}
176	176		301							{2: '霍斯特', 3: '1小时43分52秒。这是你这次采样的时间。算上调整休息的时间，还要花费将近两个小时。', 4: '1'}
177	177		301							{2: '霍斯特', 3: '神经脉冲还有向上调整的空间吧？', 4: '1'}
178	178		201							{1: '1', 2: '500042'}
179	179		301							{1: '1', 2: '赫塔', 3: '等等，霍斯特先生？！', 4: '1'}
180	180		201							{1: '1', 2: '501191'}
181	181		301							{1: '1', 2: '唯', 3: '嗯。', 4: '1'}
182	182		301							{2: '唯', 3: '我会尝试10%的增幅。', 4: '1'}
183	183		201							{1: '1', 2: '500050'}
184	184		301							{1: '1', 2: '霍斯特', 3: '20%。撑不住了再中止。', 4: '1'}
185	185		201							{1: '1', 2: '501191'}
186	186		301							{1: '1', 2: '唯', 3: '嗯。', 4: '1'}
187	187		201							{1: '1', 2: '500042'}
188	188		301							{1: '1', 2: '赫塔', 3: '先生，她承受的功率已经是其他实验体的两倍了……再上调20%，她的神经系统会崩溃的。', 4: '1'}
189	189		201							{1: '1', 2: '501191'}
190	190		301							{1: '1', 2: '唯', 3: '没关系，赫塔小姐，我的意识姑且能够接受这种程度的倾轧。', 4: '1'}
191	191		301							{2: '唯', 3: '在99%的置信水平内，实验都不会产生不可逆的影响，这是矩阵推演的数据。', 4: '1'}
192	192		201							{1: '1', 2: '500042'}
193	193		301							{1: '1', 2: '赫塔', 3: '剩下的1%呢？', 4: '1'}
194	194		201							{1: '1', 2: '501191'}
195	195		301							{1: '1', 2: '唯', 3: '舱体的安全冗余会及时截断脉冲电流。', 4: '1'}
196	196		201							{1: '1', 2: '500042'}
197	197		301							{1: '1', 2: '赫塔', 3: '但，但是……', 4: '1'}
198	198		301							{3: '她不会痛吗？'}
199	199		301							{3: '赫塔想起先前路过的那些实验体，一张张狰狞可怖的脸庞如同困于笼中的野兽，其精神所承受的压力可见一斑。'}
200	200		301							{3: '人类对痛苦的感知在某种程度上趋于一致，区别彼此的只是面对痛苦时展露的表情。'}
201	201		301							{3: '赫塔看向倚靠着舱壁的少女，白色的水蒸气不断从她的唇齿间逸散而出。'}
202	202		201							{1: '1', 2: '500050'}
203	203		301							{1: '1', 3: '霍斯特蹙起眉头，缓缓吐出一口气。'}
204	204		301							{2: '霍斯特', 3: '算了，暂时休息一下也好。', 4: '1'}
205	205		202							{1: '1', 6: '1'}
206	206		201							{1: '1', 2: '501191', 3: '8', 4: '400', 5: '-150'}
207	207		201							{1: '2', 2: '500042', 4: '-400'}
208	208		301							{1: '1', 3: '赫塔松了一口气。'}
209	209		301							{2: '赫塔', 3: '德莱维小姐，请，请把手给我……', 4: '2'}
210	210		204							{1: '1'}
211	211		301							{2: '唯', 3: '没事……我可以。', 4: '1'}
212	212		203							{1: '1', 2: '0.3', 3: '400'}
213	213		301			PanelActor1Shake				{1: '1', 3: '她摇摇晃晃地跨出了实验舱，右手搭住一旁的实验台，将自己缓缓地撑了起来。'}
214	214		202							{1: '2', 6: '1'}
215	215		201							{1: '2', 2: '500050', 4: '-400'}
216	216		301							{1: '1', 2: '霍斯特', 3: '我的终端收到这次采样的数据了，虽然和其他实验体相比，效果要好上很多……', 4: '2'}
217	217		301							{3: '他话锋一转。'}
218	218		301							{2: '霍斯特', 3: '但据我所知，这个<phonetic=天选者>模型</phonetic>似乎还有一些地方不完善吧？', 4: '2'}
219	219		301							{2: '唯', 3: '嗯。鲁棒性和泛化能力都有缺陷，还需要进一步采样。', 4: '1'}
220	220		301							{2: '霍斯特', 3: '尽快做好准备，今天还有一些时间。', 4: '2'}
221	221		301							{2: '唯', 3: '……我会再试一次。', 4: '1'}
222	222		301							{2: '霍斯特', 3: '很好。', 4: '2'}
223	223		202							{1: '1', 6: '1'}
224	224		201							{1: '1', 2: '500042', 4: '400'}
225	225		301							{1: '1', 2: '赫塔', 3: '诶……但，德莱维小姐，今天应该已经采样3，不……应该是4回了吧……', 4: '1'}
226	226		301							{3: '她想起先前在外面听到的研究员的对谈，小声的嗫嚅道。'}
227	227		301							{2: '霍斯特', 3: '赫塔小姐，你有什么疑问吗？', 4: '2'}
228	228		301							{3: '霍斯特并没有遗漏这一细如蚊呐的呢喃。'}
229	229		301							{2: '赫塔', 3: '不……不，我没什么疑问……', 4: '1'}
230	230		301							{2: '霍斯特', 3: '别紧张，我不是在逼你，只是有什么疑惑不如好好讲出来。', 4: '2'}
231	231		301							{3: '赫塔偷偷地抬头看了一眼主管的表情，似乎……的确不是非常严厉的样子。于是她有些不安地开口道。'}
232	232		301							{2: '赫塔', 3: '德莱维小姐还没有充足的休整时间，实验的风险已经越来越大了……', 4: '1'}
233	233		301							{2: '赫塔', 3: '就算她同意采样，负责她的研究员会允许这么高风险的事吗？', 4: '1'}
234	234		301							{3: '她左右环顾起这间实验室，却无法找到除了他们三人之外的第四个人。'}
235	235		301							{2: '霍斯特', 3: '赫塔小姐提出了个值得考量的问题。', 4: '2'}
236	236		301							{2: '霍斯特', 3: '那么你会批准实验吗，德莱维女士？', 4: '2'}
237	237		202							{1: '1', 2: '2', 6: '1'}
238	238		201							{1: '1', 2: '501191'}
239	239		301							{1: '1', 2: '唯', 3: '我同意。', 4: '1'}
240	240		201							{1: '1', 2: '500042'}
241	241		301							{1: '1', 2: '赫塔', 3: '啊……啊？？', 4: '1'}
242	242		301							{3: '赫塔手忙脚乱地翻开进入这处“矩阵”之前，下发到她手中的研究室资料……'}
243	243		401							{1: '2', 2: '2768'}
244	244		304							{1: '唯·德莱维：《莱博维茨矩阵·量子并行性对梯度下降的优化策略》、《神经信号与模型架构的桥接与转化》……', 2: 'ffffffff', 4: 'Assets/Product/Texture/Image/BgStory/BgStory768.jpg', 6: '1'}
245	245		304							{1: '《基于人类意识样本的模型预训练方案》', 2: 'ffffffff', 4: 'Assets/Product/Texture/Image/BgStory/BgStory768.jpg', 6: '1'}
246	246		304							{1: '莱博维茨141号分区-矩阵计划前首席研究员。', 2: 'ffffffff', 4: 'Assets/Product/Texture/Image/BgStory/BgStory768.jpg', 6: '1'}
247	247		304							{1: '第七矩阵计划NO.0001号实验体。', 2: 'ffffffff', 4: 'Assets/Product/Texture/Image/BgStory/BgStory768.jpg', 6: '1', 9: '1'}
248	248		301							{1: '1', 2: '赫塔', 3: '研究员和实验体，都是德莱维小姐？', 4: '1'}
249	249		301							{2: '赫塔', 3: '前……首席研究员……', 4: '1'}
250	250		202							{1: '1', 6: '1'}
251	251		201							{1: '1', 2: '500050', 4: '-400'}
252	252		201							{1: '2', 2: '500042', 4: '400'}
253	253		301							{1: '1', 2: '霍斯特', 3: '成为实验体的人，再担任研究员已经不合适了吧？虽然这是她自愿的事。', 4: '1'}
254	254		301							{2: '霍斯特', 3: '优秀的科研人才，最好用的实验体……无论在哪个方面，她都展现出了无与伦比的价值啊。', 4: '1'}
255	255		301							{3: '主管的嘴角勾起满意的微笑。'}
256	256		301							{3: '赫塔不禁感到一阵悚然，她一瞬间理解了那一扇扇厚重的闸门所存在的意义。'}
257	257		301							{3: '这里就是……德莱维的囚笼？'}
258	258		301							{2: '霍斯特', 3: '对你的工作环境还满意吗？', 4: '1'}
259	259		301							{2: '霍斯特', 3: '我希望这样的待遇不会让你产生误会，赫塔小姐。', 4: '1'}
260	260		301							{2: '霍斯特', 3: '公司的财产亦有优劣之分，德莱维女士就是公司最宝贵的财产之一。', 4: '1'}
261	261		301							{2: '霍斯特', 3: '与之相对的，公司的计算资源会优先向德莱维倾斜。她可以获得一切她想要的研究素材。', 4: '1'}
262	262		301							{2: '赫塔', 3: '这……这也算是“优待”吗……', 4: '2'}
263	263		301							{3: '霍斯特没有回答，他冷冷地扫了赫塔一眼。\\n赫塔的脖子一缩，将疑问压回胸口。'}
264	264		301							{2: '赫塔', 3: '……抱歉，先生。', 4: '2'}
265	265		301							{2: '霍斯特', 3: '算不算是由她自己决定的。', 4: '1'}
266	266		301							{2: '霍斯特', 3: '至少从我的角度看来，矩阵计划的研究进展与她的个人幸福是等价的同义词，用来相互代替也并没有什么不妥。', 4: '1'}
267	267		301							{3: '他无聊地耸了耸肩，嘴角勾起一抹讥笑。'}
268	268		202							{1: '2', 6: '1'}
269	269		201							{1: '2', 2: '501191', 4: '400'}
270	270		301							{1: '1', 3: '唯似乎对这些谈话并无兴趣，只是在一旁漠然地整理这次实验数据。'}
271	271		301							{2: '霍斯特', 3: '闲聊就到此为止吧。记得上调脉冲强度，提高实验效率。', 4: '1'}
272	272		301							{2: '唯', 3: '好。', 4: '2'}
273	273		301							{2: '霍斯特', 3: '及早把今天的实验做了，收集好数据，把报告发给我。', 4: '1'}
274	274		301							{2: '唯', 3: '……好。', 4: '2'}
275	275		301							{2: '霍斯特', 3: '明天，把天选者模型传递给其他部门，开始协同研发。', 4: '1'}
276	276		301							{2: '唯', 3: '……', 4: '2'}
277	277		301							{2: '霍斯特', 3: '你还有什么问题吗，唯·德莱维？', 4: '1'}
278	278		301							{2: '唯', 3: '…………', 4: '2'}
279	279		301							{3: '察觉到唯的态度，男人的表情沉了下来，如鹰隼般的目光锐利地向这边刺来。'}
280	280		301							{2: '霍斯特', 3: '别在这种要事上掉链子！', 4: '1'}
281	281		301							{3: '赫塔不安地望向一旁的少女，她的面色依旧苍白，但似乎并不是因为虚弱而难以开口。'}
282	282		301							{3: '不知是不是赫塔的错觉，那双无神的双眼涌上一股莫名的倔强。\\n她将半撑着的身体勉力挺直，直视主管的目光。'}
283	283		301							{2: '唯', 3: '天选者现在还只是雏形，超参还要调优，数据集也还有很多噪声。', 4: '2'}
284	284		301							{2: '唯', 3: '……只要两个星期就好了。', 4: '2'}
285	285		301							{2: '霍斯特', 3: '数据去噪，参数调优……分工协作效率会快上很多，你也不用既当实验体又当研究员，不是吗？', 4: '1'}
286	286		301							{2: '霍斯特', 3: '与其让你一个人研究，把其余工作分摊给其他部门，进度会更快。', 4: '1'}
287	287		301							{2: '唯', 3: '上一个模型在测试时被数据污染失控，最后被你们完全抛弃了……这就是，信任的结果吗？', 4: '2'}
288	288		301							{3: '赫塔瞥见唯的神情，她的眼角闪动着某种难以言表的悲哀。'}
289	289		301							{2: '霍斯特', 3: '那只不过证明它不具备足够的鲁棒性，被自然选择淘汰了而已。', 4: '1'}
290	290		301							{2: '霍斯特', 3: '我们的研发周期还没有宽裕到让你一个人慢慢优化的程度，尽快产出雏形，然后交给其他部门携手迭代才是正道。', 4: '1'}
291	291		301							{2: '霍斯特', 3: '一个用不了就换下一个，总部要的只是结果，没人在乎过程有多规范。', 4: '1'}
292	292		301			PanelActor2Shake				{3: '唯的身体不安地晃了两下；赫塔想要上前搀住她，却被她用手势制止了。'}
293	293		301							{2: '唯', 3: '与黄金时代那些完全由人工外部训练的模型不一样。由人类意识样本生成的模型，本身就是一个黑箱。', 4: '2'}
294	294		301							{2: '唯', 3: '拥有卓绝的推理能力的同时，内部的不可解释性同样是不能忽视的事实。', 4: '2'}
295	295		301							{2: '唯', 3: '面对各种问题会作出什么样的决策，很大程度上都取决于其生成的人格……该如何优化，如何弥补缺陷，最了解它们的，不是研究员，而是“模型”本身。', 4: '2'}
296	296		301							{2: '唯', 3: '采样人类的意识样本以加速机械意识生成的研究进程，这样生成的模型，几乎无法由其他人协助调整……', 4: '2'}
297	297		204							{1: '2', 2: '8'}
298	298		203							{1: '2', 2: '0.3', 3: '400', 4: '-150'}
299	299		301							{3: '似乎是因为一口气说了太多的话，唯痛苦地躬下身，努力地喘着气。'}
300	300		301							{2: '霍斯特', 3: '一派胡言。', 4: '1'}
301	301		301							{3: '主管阴沉着脸，一步步地朝实验台走来。'}
302	302		301							{2: '霍斯特', 3: '矩阵一共有多少人，一共有多少算力单元？等待两周，不管是那些人的大脑还是计算机全部都会陷入空转。', 4: '1'}
303	303		301							{2: '霍斯特', 3: '黄金时代的超算中心一秒便可执行上千拍它的浮点运算，你打算让现在的矩阵浪费多少的算力？', 4: '1'}
304	304		301							{2: '霍斯特', 3: '东区的执行官大人马上就要来这里视察，我们没有多少时间了。', 4: '1'}
305	305		301							{2: '霍斯特', 3: '如果不能让他老人家满意，我们永远只能待在141号这个旮旯里。守着一个单一的矩阵核心，永远不可能有真正的突破。', 4: '1'}
306	306		301							{2: '霍斯特', 3: '一个模型用不了就换下一个，快速迭代，快速淘汰！', 4: '1'}
307	307		301							{2: '唯', 3: '…………', 4: '2'}
308	308		202							{1: '1', 2: '2', 6: '1'}
309	309		201							{1: '1', 2: '500042'}
310	310		301							{1: '1', 2: '赫塔', 3: '霍、霍斯特先生……我这边也会协助德莱维小姐进行研究的，所以……', 4: '1'}
311	311		201							{1: '1', 2: '500050'}
312	312		301							{1: '1', 2: '霍斯特', 3: '赫塔小姐，我没有请你发言。', 4: '1'}
313	313		301							{3: '霍斯特的声音沉了下来，一字一顿地说道。'}
314	314		201							{1: '1', 2: '501191'}
315	315		301							{1: '1', 2: '唯', 3: '……觉醒的机械意识，这是人类几乎从未探索过的领域。', 4: '1'}
